user_id,transport,recycle,plastic,meat,task,score
1313,Car,No,No,Rarely,Avoid single-use plastic,50
1314,Car,No,Yes,No,Walk instead of driving for short distances,30
1315,Car,Yes,Yes,No,Reduce electricity usage,50
1316,Public Transport,No,No,No,Try vegetarian meal,80
1317,Car,Yes,No,Daily,Unplug unused chargers,60
1318,Walk/Cycle,Yes,No,Daily,Try vegetarian meal,90
1319,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
1320,Walk/Cycle,Yes,Yes,No,Use cloth bags while shopping,80
1321,Walk/Cycle,Yes,No,No,Try vegetarian meal,100
1322,Public Transport,No,No,No,Avoid single-use plastic,80
1323,Public Transport,No,No,Daily,Carry reusable water bottle,70
1324,Car,No,No,Rarely,Turn off unused lights,50
1325,Car,Yes,No,Few times,Plant or water a plant,70
1326,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
1327,Car,Yes,No,Few times,Try vegetarian meal,70
1328,Walk/Cycle,Yes,No,Few times,Try vegetarian meal,100
1329,Car,No,Yes,Rarely,Avoid single-use plastic,30
1330,Public Transport,No,No,Few times,Reduce electricity usage,80
1331,Public Transport,No,No,Daily,Use public transport today,70
1332,Public Transport,Yes,Yes,Daily,Use cloth bags while shopping,70
1333,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
1334,Walk/Cycle,Yes,No,Daily,Avoid single-use plastic,90
1335,Public Transport,Yes,Yes,No,Reduce electricity usage,80
1336,Walk/Cycle,No,No,Rarely,Reduce electricity usage,80
1337,Car,No,No,Rarely,Walk instead of driving for short distances,50
1338,Public Transport,No,No,Rarely,Unplug unused chargers,80
1339,Car,No,No,Daily,Unplug unused chargers,40
1340,Public Transport,No,No,No,Reduce shower time by 2 minutes,80
1341,Public Transport,Yes,No,No,Carry reusable water bottle,100
1342,Public Transport,No,Yes,Daily,Turn off unused lights,50
1343,Public Transport,No,Yes,Daily,Use cloth bags while shopping,50
1344,Car,Yes,No,Daily,Reduce shower time by 2 minutes,60
1345,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
1346,Walk/Cycle,No,No,Few times,Turn off unused lights,80
1347,Car,No,No,No,Reduce shower time by 2 minutes,50
1348,Car,Yes,Yes,No,Plant or water a plant,50
1349,Car,Yes,No,No,Reduce shower time by 2 minutes,70
1350,Car,Yes,Yes,No,Try vegetarian meal,50
1351,Walk/Cycle,No,Yes,Few times,Turn off unused lights,60
1352,Public Transport,No,Yes,Few times,Try vegetarian meal,60
1353,Car,No,Yes,Daily,Turn off unused lights,20
1354,Walk/Cycle,Yes,Yes,Rarely,Use cloth bags while shopping,80
1355,Car,Yes,Yes,Rarely,Use public transport today,50
1356,Car,No,No,Daily,Use public transport today,40
1357,Car,No,No,No,Try vegetarian meal,50
1358,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
1359,Walk/Cycle,No,Yes,Rarely,Reduce electricity usage,60
1360,Car,Yes,Yes,Daily,Try vegetarian meal,40
1361,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
1362,Walk/Cycle,Yes,No,Few times,Carry reusable water bottle,100
1363,Public Transport,No,No,Daily,Reduce shower time by 2 minutes,70
1364,Public Transport,Yes,No,Rarely,Carry reusable water bottle,100
1365,Car,Yes,Yes,No,Use cloth bags while shopping,50
1366,Car,No,Yes,No,Unplug unused chargers,30
1367,Walk/Cycle,No,Yes,Few times,Carry reusable water bottle,60
1368,Public Transport,Yes,No,Few times,Avoid single-use plastic,100
1369,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
1370,Public Transport,No,Yes,Rarely,Reduce shower time by 2 minutes,60
1371,Car,No,Yes,Few times,Reduce shower time by 2 minutes,30
1372,Walk/Cycle,Yes,No,Rarely,Plant or water a plant,100
1373,Car,Yes,Yes,Rarely,Reduce shower time by 2 minutes,50
1374,Public Transport,Yes,Yes,No,Unplug unused chargers,80
1375,Public Transport,No,No,Rarely,Avoid single-use plastic,80
1376,Public Transport,Yes,Yes,No,Unplug unused chargers,80
1377,Public Transport,No,Yes,Rarely,Plant or water a plant,60
1378,Public Transport,Yes,No,Daily,Use public transport today,90
1379,Car,Yes,Yes,No,Use public transport today,50
1380,Car,No,No,Daily,Carry reusable water bottle,40
1381,Walk/Cycle,No,Yes,Daily,Walk instead of driving for short distances,50
1382,Car,Yes,No,No,Walk instead of driving for short distances,70
1383,Walk/Cycle,Yes,No,Daily,Try vegetarian meal,90
1384,Walk/Cycle,No,Yes,Daily,Reduce shower time by 2 minutes,50
1385,Public Transport,Yes,Yes,Daily,Reduce shower time by 2 minutes,70
1386,Car,No,Yes,Daily,Walk instead of driving for short distances,20
1387,Walk/Cycle,No,Yes,Daily,Avoid single-use plastic,50
1388,Walk/Cycle,Yes,No,Daily,Unplug unused chargers,90
1389,Car,Yes,Yes,Rarely,Use public transport today,50
1390,Car,No,Yes,Rarely,Use public transport today,30
1391,Public Transport,Yes,No,No,Turn off unused lights,100
1392,Public Transport,Yes,No,Daily,Carry reusable water bottle,90
1393,Car,Yes,Yes,Daily,Reduce shower time by 2 minutes,40
1394,Public Transport,No,Yes,Few times,Reduce electricity usage,60
1395,Walk/Cycle,Yes,Yes,No,Avoid single-use plastic,80
1396,Car,Yes,Yes,Rarely,Walk instead of driving for short distances,50
1397,Walk/Cycle,Yes,No,Daily,Carry reusable water bottle,90
1398,Car,No,No,No,Use cloth bags while shopping,50
1399,Car,Yes,No,Rarely,Try vegetarian meal,70
1400,Car,Yes,Yes,Few times,Try vegetarian meal,50
1401,Walk/Cycle,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
1402,Public Transport,No,Yes,No,Try vegetarian meal,60
1403,Car,No,No,Few times,Use public transport today,50
1404,Public Transport,Yes,No,Daily,Use public transport today,90
1405,Public Transport,Yes,Yes,Daily,Walk instead of driving for short distances,70
1406,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
1407,Car,Yes,No,Daily,Use cloth bags while shopping,60
1408,Car,Yes,Yes,Few times,Walk instead of driving for short distances,50
1409,Walk/Cycle,Yes,No,Rarely,Use cloth bags while shopping,100
1410,Walk/Cycle,Yes,Yes,Few times,Use cloth bags while shopping,80
1411,Car,Yes,No,Few times,Turn off unused lights,70
1412,Car,Yes,Yes,No,Avoid single-use plastic,50
1413,Walk/Cycle,No,Yes,No,Try vegetarian meal,60
1414,Public Transport,No,No,Rarely,Walk instead of driving for short distances,80
1415,Walk/Cycle,Yes,No,Daily,Avoid single-use plastic,90
1416,Car,No,No,Few times,Reduce electricity usage,50
1417,Public Transport,No,Yes,Rarely,Use public transport today,60
1418,Car,No,No,Few times,Try vegetarian meal,50
1419,Walk/Cycle,Yes,No,No,Unplug unused chargers,100
1420,Walk/Cycle,No,No,No,Unplug unused chargers,80
1421,Public Transport,No,No,Daily,Plant or water a plant,70
1422,Car,Yes,No,No,Reduce electricity usage,70
1423,Walk/Cycle,Yes,Yes,Few times,Use public transport today,80
1424,Car,Yes,No,Rarely,Carry reusable water bottle,70
1425,Walk/Cycle,Yes,Yes,Rarely,Try vegetarian meal,80
1426,Walk/Cycle,No,Yes,Daily,Unplug unused chargers,50
1427,Public Transport,Yes,Yes,Few times,Avoid single-use plastic,80
1428,Car,Yes,Yes,Daily,Carry reusable water bottle,40
1429,Public Transport,No,Yes,Few times,Use cloth bags while shopping,60
1430,Walk/Cycle,Yes,No,Rarely,Walk instead of driving for short distances,100
1431,Public Transport,Yes,Yes,Few times,Reduce electricity usage,80
1432,Walk/Cycle,Yes,No,No,Try vegetarian meal,100
1433,Car,Yes,Yes,Few times,Unplug unused chargers,50
1434,Walk/Cycle,No,Yes,Few times,Use public transport today,60
1435,Walk/Cycle,No,No,Rarely,Turn off unused lights,80
1436,Public Transport,No,No,Few times,Plant or water a plant,80
1437,Car,No,Yes,No,Carry reusable water bottle,30
1438,Car,Yes,Yes,Daily,Turn off unused lights,40
1439,Public Transport,No,No,Few times,Plant or water a plant,80
1440,Public Transport,No,Yes,No,Use cloth bags while shopping,60
1441,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
1442,Car,No,Yes,No,Use public transport today,30
1443,Public Transport,Yes,No,No,Use public transport today,100
1444,Car,Yes,Yes,Few times,Avoid single-use plastic,50
1445,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
1446,Public Transport,No,No,No,Reduce electricity usage,80
1447,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
1448,Walk/Cycle,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
1449,Walk/Cycle,No,No,No,Try vegetarian meal,80
1450,Public Transport,Yes,No,Daily,Unplug unused chargers,90
1451,Public Transport,Yes,No,Few times,Try vegetarian meal,100
1452,Walk/Cycle,No,Yes,Daily,Use public transport today,50
1453,Walk/Cycle,No,Yes,No,Walk instead of driving for short distances,60
1454,Car,Yes,No,Few times,Plant or water a plant,70
1455,Public Transport,No,No,No,Reduce shower time by 2 minutes,80
1456,Car,No,Yes,Rarely,Avoid single-use plastic,30
1457,Public Transport,Yes,No,Rarely,Walk instead of driving for short distances,100
1458,Walk/Cycle,No,Yes,No,Try vegetarian meal,60
1459,Public Transport,Yes,No,Few times,Turn off unused lights,100
1460,Walk/Cycle,No,Yes,Daily,Turn off unused lights,50
1461,Car,No,Yes,Few times,Carry reusable water bottle,30
1462,Car,No,Yes,Rarely,Plant or water a plant,30
1463,Walk/Cycle,Yes,No,Few times,Turn off unused lights,100
1464,Walk/Cycle,Yes,Yes,No,Use public transport today,80
1465,Car,Yes,Yes,Few times,Reduce shower time by 2 minutes,50
1466,Walk/Cycle,No,Yes,Rarely,Walk instead of driving for short distances,60
1467,Public Transport,No,Yes,Daily,Use public transport today,50
1468,Public Transport,No,Yes,Few times,Walk instead of driving for short distances,60
1469,Car,No,No,Few times,Try vegetarian meal,50
1470,Public Transport,No,No,Daily,Reduce electricity usage,70
1471,Public Transport,Yes,Yes,No,Carry reusable water bottle,80
1472,Public Transport,No,Yes,Rarely,Avoid single-use plastic,60
1473,Car,Yes,No,No,Reduce electricity usage,70
1474,Public Transport,No,Yes,Few times,Walk instead of driving for short distances,60
1475,Walk/Cycle,No,Yes,No,Unplug unused chargers,60
1476,Car,No,No,Few times,Turn off unused lights,50
1477,Walk/Cycle,No,No,Few times,Reduce shower time by 2 minutes,80
1478,Public Transport,Yes,No,No,Walk instead of driving for short distances,100
1479,Public Transport,No,No,Rarely,Unplug unused chargers,80
1480,Walk/Cycle,Yes,Yes,Daily,Try vegetarian meal,70
1481,Walk/Cycle,No,Yes,Rarely,Turn off unused lights,60
1482,Car,Yes,Yes,No,Carry reusable water bottle,50
1483,Walk/Cycle,Yes,No,Daily,Use public transport today,90
1484,Public Transport,Yes,Yes,Few times,Use public transport today,80
1485,Walk/Cycle,Yes,No,Daily,Plant or water a plant,90
1486,Public Transport,Yes,Yes,No,Reduce electricity usage,80
1487,Car,Yes,Yes,No,Walk instead of driving for short distances,50
1488,Walk/Cycle,Yes,Yes,Rarely,Walk instead of driving for short distances,80
1489,Public Transport,Yes,Yes,No,Reduce shower time by 2 minutes,80
1490,Walk/Cycle,Yes,No,Few times,Carry reusable water bottle,100
1491,Walk/Cycle,No,No,No,Use cloth bags while shopping,80
1492,Public Transport,No,Yes,Daily,Use public transport today,50
1493,Car,No,No,Rarely,Turn off unused lights,50
1494,Car,No,Yes,Daily,Turn off unused lights,20
1495,Car,Yes,No,No,Reduce shower time by 2 minutes,70
1496,Car,Yes,Yes,No,Unplug unused chargers,50
1497,Car,No,No,No,Use cloth bags while shopping,50
1498,Walk/Cycle,No,No,Rarely,Use cloth bags while shopping,80
1499,Car,No,No,Few times,Use public transport today,50
1500,Car,Yes,Yes,Rarely,Plant or water a plant,50
1501,Public Transport,No,No,No,Use cloth bags while shopping,80
1502,Walk/Cycle,No,No,Few times,Turn off unused lights,80
1503,Car,No,Yes,Daily,Plant or water a plant,20
1504,Walk/Cycle,Yes,No,No,Avoid single-use plastic,100
1505,Public Transport,Yes,No,Few times,Reduce electricity usage,100
1506,Walk/Cycle,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
1507,Public Transport,Yes,No,No,Carry reusable water bottle,100
1508,Walk/Cycle,No,Yes,No,Turn off unused lights,60
1509,Walk/Cycle,Yes,No,Few times,Try vegetarian meal,100
1510,Car,Yes,Yes,Daily,Carry reusable water bottle,40
1511,Public Transport,No,No,No,Walk instead of driving for short distances,80
1512,Public Transport,No,Yes,Daily,Walk instead of driving for short distances,50
1513,Walk/Cycle,Yes,Yes,Rarely,Use public transport today,80
1514,Walk/Cycle,Yes,Yes,Rarely,Unplug unused chargers,80
1515,Public Transport,Yes,No,Daily,Plant or water a plant,90
1516,Car,No,No,Few times,Carry reusable water bottle,50
1517,Walk/Cycle,Yes,No,Daily,Plant or water a plant,90
1518,Car,No,No,Daily,Plant or water a plant,40
1519,Car,No,Yes,No,Use cloth bags while shopping,30
1520,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
1521,Public Transport,No,Yes,No,Reduce shower time by 2 minutes,60
1522,Car,No,Yes,Few times,Walk instead of driving for short distances,30
1523,Public Transport,Yes,Yes,Few times,Unplug unused chargers,80
1524,Public Transport,Yes,No,Rarely,Use public transport today,100
1525,Public Transport,No,Yes,Few times,Reduce electricity usage,60
1526,Car,No,No,No,Carry reusable water bottle,50
1527,Walk/Cycle,No,No,No,Walk instead of driving for short distances,80
1528,Car,Yes,No,Rarely,Walk instead of driving for short distances,70
1529,Public Transport,No,No,No,Unplug unused chargers,80
1530,Car,Yes,No,No,Use cloth bags while shopping,70
1531,Car,No,Yes,Daily,Try vegetarian meal,20
1532,Public Transport,No,No,Few times,Carry reusable water bottle,80
1533,Car,Yes,Yes,Rarely,Plant or water a plant,50
1534,Public Transport,No,No,No,Avoid single-use plastic,80
1535,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
1536,Car,Yes,Yes,No,Try vegetarian meal,50
1537,Public Transport,Yes,Yes,Daily,Reduce electricity usage,70
1538,Car,No,No,Few times,Try vegetarian meal,50
1539,Walk/Cycle,No,No,Rarely,Use public transport today,80
1540,Walk/Cycle,No,No,Daily,Plant or water a plant,70
1541,Walk/Cycle,No,Yes,Rarely,Avoid single-use plastic,60
1542,Public Transport,Yes,No,No,Use public transport today,100
1543,Car,Yes,No,Daily,Reduce electricity usage,60
1544,Walk/Cycle,No,Yes,Few times,Reduce electricity usage,60
1545,Public Transport,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
1546,Car,Yes,No,Few times,Avoid single-use plastic,70
1547,Car,Yes,Yes,Few times,Unplug unused chargers,50
1548,Walk/Cycle,Yes,Yes,Few times,Avoid single-use plastic,80
1549,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
1550,Public Transport,No,Yes,Few times,Walk instead of driving for short distances,60
1551,Car,No,No,Few times,Use public transport today,50
1552,Walk/Cycle,Yes,No,No,Plant or water a plant,100
1553,Public Transport,Yes,Yes,Daily,Use public transport today,70
1554,Public Transport,Yes,No,Few times,Turn off unused lights,100
1555,Car,Yes,Yes,Daily,Carry reusable water bottle,40
1556,Car,No,Yes,Few times,Plant or water a plant,30
1557,Walk/Cycle,Yes,No,Few times,Use public transport today,100
1558,Car,Yes,Yes,Daily,Unplug unused chargers,40
1559,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
1560,Walk/Cycle,Yes,Yes,No,Use public transport today,80
1561,Walk/Cycle,No,No,Daily,Try vegetarian meal,70
1562,Walk/Cycle,Yes,Yes,Daily,Walk instead of driving for short distances,70
1563,Public Transport,Yes,Yes,No,Avoid single-use plastic,80
1564,Car,Yes,Yes,Daily,Carry reusable water bottle,40
1565,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
1566,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
1567,Car,No,No,Rarely,Avoid single-use plastic,50
1568,Car,Yes,No,No,Use public transport today,70
1569,Public Transport,No,Yes,No,Use cloth bags while shopping,60
1570,Car,No,No,No,Use public transport today,50
1571,Public Transport,Yes,No,Rarely,Walk instead of driving for short distances,100
1572,Public Transport,No,No,No,Avoid single-use plastic,80
1573,Car,No,No,No,Plant or water a plant,50
1574,Walk/Cycle,No,No,Rarely,Use public transport today,80
1575,Car,Yes,Yes,Rarely,Try vegetarian meal,50
1576,Public Transport,No,No,Few times,Reduce electricity usage,80
1577,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
1578,Walk/Cycle,No,Yes,No,Unplug unused chargers,60
1579,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
1580,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
1581,Car,No,Yes,No,Turn off unused lights,30
1582,Car,Yes,No,Daily,Walk instead of driving for short distances,60
1583,Public Transport,No,Yes,Daily,Use public transport today,50
1584,Car,No,Yes,Daily,Use cloth bags while shopping,20
1585,Car,Yes,No,Few times,Reduce electricity usage,70
1586,Walk/Cycle,Yes,No,Daily,Walk instead of driving for short distances,90
1587,Walk/Cycle,Yes,No,Daily,Plant or water a plant,90
1588,Car,No,No,Few times,Carry reusable water bottle,50
1589,Walk/Cycle,No,No,No,Reduce electricity usage,80
1590,Car,Yes,No,Rarely,Carry reusable water bottle,70
1591,Car,Yes,No,Few times,Turn off unused lights,70
1592,Walk/Cycle,Yes,Yes,No,Use public transport today,80
1593,Public Transport,Yes,No,Rarely,Unplug unused chargers,100
1594,Car,No,No,Rarely,Use cloth bags while shopping,50
1595,Car,Yes,No,No,Turn off unused lights,70
1596,Car,Yes,Yes,No,Plant or water a plant,50
1597,Public Transport,No,Yes,Daily,Try vegetarian meal,50
1598,Public Transport,No,No,Rarely,Reduce shower time by 2 minutes,80
1599,Car,Yes,Yes,Few times,Reduce shower time by 2 minutes,50
1600,Walk/Cycle,Yes,No,Rarely,Walk instead of driving for short distances,100
1601,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
1602,Car,No,No,Rarely,Reduce electricity usage,50
1603,Car,Yes,No,No,Avoid single-use plastic,70
1604,Walk/Cycle,Yes,Yes,Rarely,Plant or water a plant,80
1605,Car,Yes,Yes,No,Use cloth bags while shopping,50
